"","Year","113 Cause Name","Cause Name","State","Deaths","Age-adjusted Death Rate","Employer","Non-Group","Medicaid","Medicare","Military","Uninsured","Total","Region","low_income_insurance"
"4774",2009,"Diabetes mellitus (E10-E14)","Diabetes","New Mexico",597,28.3,0.394,0.045,0.221,0.115,"0.022",0.203,1,"Southwest",0.424
"4775",2009,"Diabetes mellitus (E10-E14)","Diabetes","New York",3723,17.3,0.528,0.045,0.199,0.107,"0.005",0.115,1,"Northeast",0.314
"4776",2009,"Diabetes mellitus (E10-E14)","Diabetes","North Carolina",2114,21.5,0.473,0.06,0.161,0.118,"0.028",0.161,1,"Southeast",0.322
"4777",2009,"Diabetes mellitus (E10-E14)","Diabetes","North Dakota",214,25.4,0.577,0.088,0.091,0.125,"0.021",0.099,1,"Midwest",0.19
"4778",2009,"Diabetes mellitus (E10-E14)","Diabetes","Ohio",3401,25.7,0.546,0.041,0.157,0.124,"0.009",0.123,1,"Midwest",0.28
"4779",2009,"Diabetes mellitus (E10-E14)","Diabetes","Oklahoma",1146,28.7,0.452,0.05,0.165,0.122,"0.025",0.187,1,"Southwest",0.352
"4780",2009,"Diabetes mellitus (E10-E14)","Diabetes","Oregon",1073,24.8,0.495,0.068,0.13,0.121,"0.011",0.174,1,"West",0.304
"4781",2009,"Diabetes mellitus (E10-E14)","Diabetes","Pennsylvania",3254,20.3,0.552,0.05,0.159,0.135,"<.01",0.098,1,"Northeast",0.257
"4782",2009,"Diabetes mellitus (E10-E14)","Diabetes","Rhode Island",213,16.6,0.546,0.05,0.159,0.122,"0.011",0.113,1,"Northeast",0.272
"4783",2009,"Diabetes mellitus (E10-E14)","Diabetes","South Carolina",1128,23.1,0.466,0.05,0.169,0.123,"0.023",0.168,1,"Southeast",0.337
"4784",2009,"Diabetes mellitus (E10-E14)","Diabetes","South Dakota",202,21.1,0.484,0.084,0.143,0.125,"0.027",0.137,1,"Midwest",0.28
"4785",2009,"Diabetes mellitus (E10-E14)","Diabetes","Tennessee",1759,26.2,0.48,0.055,0.184,0.12,"0.017",0.143,1,"Southeast",0.327
"4786",2009,"Diabetes mellitus (E10-E14)","Diabetes","Texas",4873,22.8,0.457,0.045,0.155,0.086,"0.017",0.239,1,"Southwest",0.394
"4787",2009,"Diabetes mellitus (E10-E14)","Diabetes","United States",68705,21.1,0.507,0.054,0.161,0.111,"0.014",0.152,1,"US",0.313
"4788",2009,"Diabetes mellitus (E10-E14)","Diabetes","Utah",463,22.6,0.598,0.067,0.101,0.078,"0.012",0.144,1,"West",0.245
"4789",2009,"Diabetes mellitus (E10-E14)","Diabetes","Vermont",143,19.2,0.515,0.047,0.225,0.119,"0.006",0.087,1,"Northeast",0.312
"4790",2009,"Diabetes mellitus (E10-E14)","Diabetes","Virginia",1560,19.5,0.568,0.052,0.104,0.111,"0.046",0.119,1,"Southeast",0.223
"4791",2009,"Diabetes mellitus (E10-E14)","Diabetes","Washington",1554,22.8,0.52,0.06,0.158,0.105,"0.021",0.136,1,"West",0.294
"4792",2009,"Diabetes mellitus (E10-E14)","Diabetes","West Virginia",746,32,0.475,0.028,0.186,0.156,"0.012",0.142,1,"Southeast",0.328
"4793",2009,"Diabetes mellitus (E10-E14)","Diabetes","Wisconsin",1110,17.2,0.582,0.044,0.157,0.118,"0.008",0.091,1,"Midwest",0.248
"4794",2009,"Diabetes mellitus (E10-E14)","Diabetes","Wyoming",105,18.1,0.519,0.075,0.12,0.112,"0.02",0.155,1,"West",0.275
"4795",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Alabama",12021,238,0.488,0.049,0.177,0.126,"0.02",0.139,1,"Southeast",0.316
"4796",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Alaska",714,158.9,0.491,0.039,0.145,0.063,"0.057",0.205,1,"West",0.35
"4797",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Arizona",10273,155.7,0.442,0.056,0.195,0.117,"0.016",0.175,1,"Southwest",0.37
"4798",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Arkansas",7295,226.1,0.426,0.049,0.205,0.134,"0.019",0.167,1,"Southeast",0.372
"4799",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","California",59206,166.9,0.472,0.071,0.178,0.088,"<.01",0.181,1,"West",0.359
"4800",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Colorado",6093,136.5,0.526,0.083,0.117,0.093,"0.024",0.158,1,"West",0.275
"4801",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Connecticut",7105,157.7,0.601,0.05,0.138,0.117,"0.005",0.089,1,"Northeast",0.227
"4802",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Delaware",1796,182.3,0.549,0.029,0.176,0.127,"0.014",0.104,1,"Northeast",0.28
"4803",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Florida",41274,163.8,0.418,0.061,0.145,0.15,"0.018",0.209,1,"Southeast",0.354
"4804",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Georgia",16165,198.5,0.492,0.051,0.152,0.092,"0.021",0.191,1,"Southeast",0.343
"4805",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Hawaii",2363,146.6,0.565,0.053,0.144,0.122,"0.048",0.068,1,"West",0.212
"4806",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Idaho",2398,155.7,0.475,0.086,0.136,0.113,"0.021",0.169,1,"West",0.305
"4807",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Illinois",24931,184,0.536,0.049,0.17,0.104,"0.007",0.134,1,"Midwest",0.304
"4808",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Indiana",13509,196.7,0.547,0.045,0.143,0.117,"0.008",0.14,1,"Midwest",0.283
"4809",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Iowa",6938,176.1,0.569,0.071,0.14,0.125,"0.008",0.088,1,"Midwest",0.228
"4810",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Kansas",5294,163,0.553,0.063,0.117,0.115,"0.024",0.128,1,"Midwest",0.245
"4811",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Kentucky",9728,214.3,0.485,0.046,0.183,0.123,"0.018",0.145,1,"Southeast",0.328
"4812",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Louisiana",10169,229.9,0.457,0.051,0.197,0.106,"0.017",0.173,1,"Southeast",0.37
"4813",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Maine",2674,156.4,0.474,0.047,0.23,0.126,"0.021",0.103,1,"Northeast",0.333
"4814",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Maryland",11210,190.8,0.594,0.051,0.126,0.099,"0.019",0.111,1,"Northeast",0.237
"4815",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Massachusetts",12322,156.1,0.605,0.048,0.194,0.106,"<.01",0.043,1,"Northeast",0.237
"4816",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Michigan",23099,205.5,0.52,0.046,0.181,0.122,"0.007",0.124,1,"Midwest",0.305
"4817",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Minnesota",7238,122.1,0.591,0.068,0.133,0.111,"0.007",0.09,1,"Midwest",0.223
"4818",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Mississippi",7530,253.8,0.422,0.047,0.223,0.112,"0.02",0.176,1,"Southeast",0.399
"4819",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Missouri",13916,206.1,0.527,0.055,0.146,0.125,"0.014",0.134,1,"Midwest",0.28
"4820",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Montana",1832,154.3,0.452,0.08,0.119,0.136,"0.022",0.19,1,"West",0.309
"4821",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Nebraska",3277,153.2,0.547,0.082,0.123,0.115,"0.018",0.116,1,"Midwest",0.239
"4822",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Nevada",4687,194.7,0.519,0.047,0.095,0.101,"0.018",0.22,1,"West",0.315
"4823",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","New Hampshire",2268,153.4,0.614,0.043,0.111,0.117,"0.01",0.105,1,"Northeast",0.216
"4824",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","New Jersey",18086,178.6,0.594,0.044,0.121,0.111,"<.01",0.126,1,"Northeast",0.247
"4825",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","New Mexico",3214,153.6,0.394,0.045,0.221,0.115,"0.022",0.203,1,"Southwest",0.424
"4826",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","New York",47283,213.2,0.528,0.045,0.199,0.107,"0.005",0.115,1,"Northeast",0.314
"4827",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","North Carolina",17203,179.7,0.473,0.06,0.161,0.118,"0.028",0.161,1,"Southeast",0.322
"4828",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","North Dakota",1431,165.8,0.577,0.088,0.091,0.125,"0.021",0.099,1,"Midwest",0.19
"4829",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Ohio",25453,190,0.546,0.041,0.157,0.124,"0.009",0.123,1,"Midwest",0.28
"4830",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Oklahoma",9202,232.6,0.452,0.05,0.165,0.122,"0.025",0.187,1,"Southwest",0.352
"4831",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Oregon",6262,141.2,0.495,0.068,0.13,0.121,"0.011",0.174,1,"West",0.304
"4832",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Pennsylvania",32297,193.8,0.552,0.05,0.159,0.135,"<.01",0.098,1,"Northeast",0.257
"4833",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Rhode Island",2411,173.8,0.546,0.05,0.159,0.122,"0.011",0.113,1,"Northeast",0.272
"4834",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","South Carolina",9068,189.5,0.466,0.05,0.169,0.123,"0.023",0.168,1,"Southeast",0.337
"4835",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","South Dakota",1778,173.3,0.484,0.084,0.143,0.125,"0.027",0.137,1,"Midwest",0.28
"4836",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Tennessee",14257,216.5,0.48,0.055,0.184,0.12,"0.017",0.143,1,"Southeast",0.327
"4837",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Texas",38077,184.1,0.457,0.045,0.155,0.086,"0.017",0.239,1,"Southwest",0.394
"4838",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","United States",599413,182.8,0.507,0.054,0.161,0.111,"0.014",0.152,1,"US",0.313
"4839",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Utah",2813,142.2,0.598,0.067,0.101,0.078,"0.012",0.144,1,"West",0.245
"4840",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Vermont",1171,156.1,0.515,0.047,0.225,0.119,"0.006",0.087,1,"Northeast",0.312
"4841",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Virginia",13397,172,0.568,0.052,0.104,0.111,"0.046",0.119,1,"Southeast",0.223
"4842",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Washington",10561,153.9,0.52,0.06,0.158,0.105,"0.021",0.136,1,"West",0.294
"4843",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","West Virginia",5038,219.6,0.475,0.028,0.186,0.156,"0.012",0.142,1,"Southeast",0.328
"4844",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Wisconsin",10834,163.1,0.582,0.044,0.157,0.118,"0.008",0.091,1,"Midwest",0.248
"4845",2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)","Heart disease","Wyoming",964,172.1,0.519,0.075,0.12,0.112,"0.02",0.155,1,"West",0.275
"4846",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Alabama",952,19.2,0.488,0.049,0.177,0.126,"0.02",0.139,1,"Southeast",0.316
"4847",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Alaska",51,12.5,0.491,0.039,0.145,0.063,"0.057",0.205,1,"West",0.35
"4848",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Arizona",1058,16.2,0.442,0.056,0.195,0.117,"0.016",0.175,1,"Southwest",0.37
"4849",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Arkansas",705,22.1,0.426,0.049,0.205,0.134,"0.019",0.167,1,"Southeast",0.372
"4850",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","California",6394,18.1,0.472,0.071,0.178,0.088,"<.01",0.181,1,"West",0.359
"4851",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Colorado",658,14.8,0.526,0.083,0.117,0.093,"0.024",0.158,1,"West",0.275
"4852",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Connecticut",696,15.4,0.601,0.05,0.138,0.117,"0.005",0.089,1,"Northeast",0.227
"4853",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Delaware",132,13.5,0.549,0.029,0.176,0.127,"0.014",0.104,1,"Northeast",0.28
"4854",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Florida",2410,9.9,0.418,0.061,0.145,0.15,"0.018",0.209,1,"Southeast",0.354
"4855",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Georgia",1500,19.2,0.492,0.051,0.152,0.092,"0.021",0.191,1,"Southeast",0.343
"4856",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Hawaii",291,17.8,0.565,0.053,0.144,0.122,"0.048",0.068,1,"West",0.212
"4857",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Idaho",207,13.6,0.475,0.086,0.136,0.113,"0.021",0.169,1,"West",0.305
"4858",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Illinois",2416,17.8,0.536,0.049,0.17,0.104,"0.007",0.134,1,"Midwest",0.304
"4859",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Indiana",1191,17.4,0.547,0.045,0.143,0.117,"0.008",0.14,1,"Midwest",0.283
"4860",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Iowa",661,16.6,0.569,0.071,0.14,0.125,"0.008",0.088,1,"Midwest",0.228
"4861",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Kansas",594,18,0.553,0.063,0.117,0.115,"0.024",0.128,1,"Midwest",0.245
"4862",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Kentucky",1018,22.9,0.485,0.046,0.183,0.123,"0.018",0.145,1,"Southeast",0.328
"4863",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Louisiana",891,20.7,0.457,0.051,0.197,0.106,"0.017",0.173,1,"Southeast",0.37
"4864",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Maine",251,14.6,0.474,0.047,0.23,0.126,"0.021",0.103,1,"Northeast",0.333
"4865",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Maryland",976,16.9,0.594,0.051,0.126,0.099,"0.019",0.111,1,"Northeast",0.237
"4866",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Massachusetts",1348,17,0.605,0.048,0.194,0.106,"<.01",0.043,1,"Northeast",0.237
"4867",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Michigan",1613,14.5,0.52,0.046,0.181,0.122,"0.007",0.124,1,"Midwest",0.305
"4868",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Minnesota",618,10.3,0.591,0.068,0.133,0.111,"0.007",0.09,1,"Midwest",0.223
"4869",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Mississippi",578,19.9,0.422,0.047,0.223,0.112,"0.02",0.176,1,"Southeast",0.399
"4870",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Missouri",1330,19.7,0.527,0.055,0.146,0.125,"0.014",0.134,1,"Midwest",0.28
"4871",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Montana",176,14.8,0.452,0.08,0.119,0.136,"0.022",0.19,1,"West",0.309
"4872",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Nebraska",266,12.3,0.547,0.082,0.123,0.115,"0.018",0.116,1,"Midwest",0.239
"4873",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Nevada",542,23.3,0.519,0.047,0.095,0.101,"0.018",0.22,1,"West",0.315
"4874",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","New Hampshire",194,13.1,0.614,0.043,0.111,0.117,"0.01",0.105,1,"Northeast",0.216
"4875",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","New Jersey",1309,13,0.594,0.044,0.121,0.111,"<.01",0.126,1,"Northeast",0.247
"4876",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","New Mexico",344,16.7,0.394,0.045,0.221,0.115,"0.022",0.203,1,"Southwest",0.424
"4877",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","New York",4527,20.5,0.528,0.045,0.199,0.107,"0.005",0.115,1,"Northeast",0.314
"4878",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","North Carolina",1752,18.7,0.473,0.06,0.161,0.118,"0.028",0.161,1,"Southeast",0.322
"4879",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","North Dakota",138,15.7,0.577,0.088,0.091,0.125,"0.021",0.099,1,"Midwest",0.19
"4880",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Ohio",2040,15.4,0.546,0.041,0.157,0.124,"0.009",0.123,1,"Midwest",0.28
"4881",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Oklahoma",879,22.6,0.452,0.05,0.165,0.122,"0.025",0.187,1,"Southwest",0.352
"4882",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Oregon",507,11.7,0.495,0.068,0.13,0.121,"0.011",0.174,1,"West",0.304
"4883",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Pennsylvania",2601,15.6,0.552,0.05,0.159,0.135,"<.01",0.098,1,"Northeast",0.257
"4884",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Rhode Island",222,16.1,0.546,0.05,0.159,0.122,"0.011",0.113,1,"Northeast",0.272
"4885",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","South Carolina",759,16.4,0.466,0.05,0.169,0.123,"0.023",0.168,1,"Southeast",0.337
"4886",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","South Dakota",134,12.9,0.484,0.084,0.143,0.125,"0.027",0.137,1,"Midwest",0.28
"4887",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Tennessee",1390,21.6,0.48,0.055,0.184,0.12,"0.017",0.143,1,"Southeast",0.327
"4888",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Texas",3387,16.5,0.457,0.045,0.155,0.086,"0.017",0.239,1,"Southwest",0.394
"4889",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","United States",53692,16.5,0.507,0.054,0.161,0.111,"0.014",0.152,1,"US",0.313
"4890",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Utah",332,16.3,0.598,0.067,0.101,0.078,"0.012",0.144,1,"West",0.245
"4891",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Vermont",52,7,0.515,0.047,0.225,0.119,"0.006",0.087,1,"Northeast",0.312
"4892",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Virginia",1237,16.3,0.568,0.052,0.104,0.111,"0.046",0.119,1,"Southeast",0.223
"4893",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Washington",728,10.6,0.52,0.06,0.158,0.105,"0.021",0.136,1,"West",0.294
"4894",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","West Virginia",443,19.7,0.475,0.028,0.186,0.156,"0.012",0.142,1,"Southeast",0.328
"4895",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Wisconsin",979,14.6,0.582,0.044,0.157,0.118,"0.008",0.091,1,"Midwest",0.248
"4896",2009,"Influenza and pneumonia (J09-J18)","Influenza and pneumonia","Wyoming",142,26.7,0.519,0.075,0.12,0.112,"0.02",0.155,1,"West",0.275
"4897",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Alabama",673,13.7,0.488,0.049,0.177,0.126,"0.02",0.139,1,"Southeast",0.316
"4898",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Alaska",143,20,0.491,0.039,0.145,0.063,"0.057",0.205,1,"West",0.35
"4899",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Arizona",1060,16.7,0.442,0.056,0.195,0.117,"0.016",0.175,1,"Southwest",0.37
"4900",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Arkansas",422,14.5,0.426,0.049,0.205,0.134,"0.019",0.167,1,"Southeast",0.372
"4901",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","California",3823,10.2,0.472,0.071,0.178,0.088,"<.01",0.181,1,"West",0.359
"4902",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Colorado",941,18.7,0.526,0.083,0.117,0.093,"0.024",0.158,1,"West",0.275
"4903",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Connecticut",316,8.5,0.601,0.05,0.138,0.117,"0.005",0.089,1,"Northeast",0.227
"4904",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Delaware",107,11.7,0.549,0.029,0.176,0.127,"0.014",0.104,1,"Northeast",0.28
"4905",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Florida",2858,14.4,0.418,0.061,0.145,0.15,"0.018",0.209,1,"Southeast",0.354
"4906",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Georgia",1134,11.9,0.492,0.051,0.152,0.092,"0.021",0.191,1,"Southeast",0.343
"4907",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Hawaii",175,12.5,0.565,0.053,0.144,0.122,"0.048",0.068,1,"West",0.212
"4908",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Idaho",304,20.3,0.475,0.086,0.136,0.113,"0.021",0.169,1,"West",0.305
"4909",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Illinois",1177,9.1,0.536,0.049,0.17,0.104,"0.007",0.134,1,"Midwest",0.304
"4910",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Indiana",828,12.8,0.547,0.045,0.143,0.117,"0.008",0.14,1,"Midwest",0.283
"4911",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Iowa",361,11.9,0.569,0.071,0.14,0.125,"0.008",0.088,1,"Midwest",0.228
"4912",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Kansas",382,13.6,0.553,0.063,0.117,0.115,"0.024",0.128,1,"Midwest",0.245
"4913",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Kentucky",592,13.5,0.485,0.046,0.183,0.123,"0.018",0.145,1,"Southeast",0.328
"4914",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Louisiana",490,10.9,0.457,0.051,0.197,0.106,"0.017",0.173,1,"Southeast",0.37
"4915",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Maine",197,14,0.474,0.047,0.23,0.126,"0.021",0.103,1,"Northeast",0.333
"4916",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Maryland",551,9.3,0.594,0.051,0.126,0.099,"0.019",0.111,1,"Northeast",0.237
"4917",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Massachusetts",530,7.8,0.605,0.048,0.194,0.106,"<.01",0.043,1,"Northeast",0.237
"4918",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Michigan",1169,11.5,0.52,0.046,0.181,0.122,"0.007",0.124,1,"Midwest",0.305
"4919",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Minnesota",584,10.8,0.591,0.068,0.133,0.111,"0.007",0.09,1,"Midwest",0.223
"4920",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Mississippi",381,13.1,0.422,0.047,0.223,0.112,"0.02",0.176,1,"Southeast",0.399
"4921",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Missouri",860,14.3,0.527,0.055,0.146,0.125,"0.014",0.134,1,"Midwest",0.28
"4922",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Montana",219,21.2,0.452,0.08,0.119,0.136,"0.022",0.19,1,"West",0.309
"4923",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Nebraska",170,9.3,0.547,0.082,0.123,0.115,"0.018",0.116,1,"Midwest",0.239
"4924",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Nevada",505,18.7,0.519,0.047,0.095,0.101,"0.018",0.22,1,"West",0.315
"4925",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","New Hampshire",166,11.9,0.614,0.043,0.111,0.117,"0.01",0.105,1,"Northeast",0.216
"4926",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","New Jersey",557,6.2,0.594,0.044,0.121,0.111,"<.01",0.126,1,"Northeast",0.247
"4927",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","New Mexico",376,18.2,0.394,0.045,0.221,0.115,"0.022",0.203,1,"Southwest",0.424
"4928",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","New York",1417,7,0.528,0.045,0.199,0.107,"0.005",0.115,1,"Northeast",0.314
"4929",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","North Carolina",1174,12.2,0.473,0.06,0.161,0.118,"0.028",0.161,1,"Southeast",0.322
"4930",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","North Dakota",90,13.9,0.577,0.088,0.091,0.125,"0.021",0.099,1,"Midwest",0.19
"4931",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Ohio",1176,10,0.546,0.041,0.157,0.124,"0.009",0.123,1,"Midwest",0.28
"4932",2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)","Suicide","Oklahoma",567,15.3,0.452,0.05,0.165,0.122,"0.025",0.187,1,"Southwest",0.352
